Date and Time:                Thu Sep 14 13:13:49.000 2023
Software Version:             4.31.30023.0
Unstabilized Temperature (C): -50.042
Model:                        DV401_BV
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.00002
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 64.25
Pixel Readout Time (usecs):   10
Serial Number:                6199
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
Acton SpectraPro 2300i:
Serial Number:                
Wavelength (nm):              512.997
Grating Groove Density (l/mm):1200



73.288528,3665
75.71711,3792
78.145111,4292
80.573814,5315
83.00193,6503
85.428207,7595
87.855164,8255
90.281555,8233
92.707367,7841
95.132599,6921
97.557259,5774
99.982605,4661
102.40611,3678
104.83031,3013
107.25266,2625
109.6757,2616
112.09691,2848
114.51881,3335
116.94012,3995
119.36086,4540
121.78103,4841
124.20062,4652
126.6209,4013
129.03935,3121
131.45848,2233
133.87578,1500
136.29376,999
138.7099,710
141.12674,549
143.543,503
145.95869,452
148.37381,424
150.78835,399
153.20358,368
155.61697,358
158.0298,339
160.44331,331
162.85625,326
165.26735,344
167.67915,367
170.09038,432
172.50102,582
174.9111,947
177.3206,1792
179.7308,3316
182.13916,5381
184.54695,7690
186.95544,9386
189.36208,9872
191.76942,8978
194.17619,6962
196.58238,4749
198.98801,2808
201.39307,1535
203.79756,835
206.20146,546
208.60606,441
211.00885,433
213.41232,462
215.81395,522
218.21626,575
220.61803,592
223.01921,551
225.41982,480
227.81987,404
230.21936,367
232.61827,358
235.0166,439
237.41563,706
239.81285,1620
242.21074,3413
244.60806,6124
247.00356,9106
249.39975,11253
251.79538,11874
254.19043,10261
256.58493,7507
258.98007,4517
261.37344,2338
263.76624,1130
266.1597,731
268.55136,650
270.94373,676
273.33548,741
275.72668,813
278.11731,826
280.50742,777
282.89691,653
285.28586,470
287.67426,311
290.06332,201
292.45056,134
294.8385,111
297.22461,94
299.61142,96
301.99765,94
304.38333,91
306.76846,86
309.15302,82
311.53699,78
313.92166,79
316.3045,87
318.68805,88
321.06979,90
323.45221,88
325.83405,100
328.21411,99
330.59482,102
332.97498,102
335.35458,97
337.73486,95
340.11334,91
342.49127,90
344.86987,90
347.24667,86
349.62415,85
352.00104,78
354.37738,73
356.75317,62
359.12842,56
361.50308,55
363.8772,48
366.25073,50
368.62497,42
370.99741,43
373.37048,41
375.74182,44
378.1138,48
380.48523,49
382.85608,54
385.22638,59
387.59613,65
389.96533,75
392.33395,79
394.70328,83
397.07077,92
399.439,100
401.80539,105
404.17245,112
406.53897,115
408.90494,122
411.27036,123
413.63519,124
415.99948,117
418.36319,125
420.7276,130
423.09021,127
425.45352,135
427.81503,145
430.17722,156
432.53882,179
434.8999,208
437.26041,252
439.62036,319
441.97977,399
444.33862,482
446.69812,594
449.05585,717
451.41425,868
453.77087,1008
456.1282,1151
458.48492,1208
460.84113,1175
463.19675,1058
465.55182,852
467.90634,638
470.26035,454
472.61374,398
474.96783,446
477.32013,656
479.6731,1073
482.02557,1868
484.37622,3207
486.72751,5003
489.07828,6869
491.42853,8404
493.7782,8875
496.12851,8141
498.47705,6490
500.8251,4525
503.17377,2795
505.52188,1564
507.86823,911
510.21527,575
512.56177,429
514.90765,334
517.25305,263
519.59784,228
521.94214,195
524.28705,164
526.63025,143
528.97406,123
531.3161,121
533.65887,121
536.00104,108
538.34143,105
540.68256,98
543.02307,95
545.36426,81
547.70374,74
550.0426,72
552.38214,65
554.71997,60
557.05841,59
559.39508,63
561.73248,63
564.06927,60
566.40552,60
568.74127,60
571.07642,56
573.41107,37
575.74634,45
578.07983,45
580.41284,38
582.74652,34
585.07959,24
587.41095,22
589.74292,26
592.0744,22
594.40527,17
596.73572,18
599.06671,20
601.396,18
603.72473,17
606.05408,19
608.38171,22
610.71002,14
613.03778,13
615.36499,13
617.69165,14
620.01776,13
622.34338,15
624.6684,17
626.99286,19
629.31799,20
631.64142,22
633.96545,25
636.28778,29
638.61078,27
640.93323,26
643.25507,26
645.57642,25
647.89722,25
650.21747,20
652.53717,20
654.85754,20
657.17615,19
659.49548,17
661.81299,19
664.13123,23
666.44885,23
668.76599,24
671.08258,26
673.39862,23
675.71411,25
678.02905,24
680.34467,20
682.65851,25
684.97308,21
687.28589,22
689.5993,19
691.91223,23
694.22455,22
696.53638,25
698.84772,24
701.15845,23
703.46863,18
705.77954,18
708.08862,16
710.39844,16
712.70648,13
715.0152,15
717.32336,19
719.63098,19
721.93805,17
724.24463,18
726.5506,17
728.85614,17
731.16107,17
733.46661,13
735.77051,14
738.07501,14
740.37897,9
742.68243,9
744.98419,11
747.28656,10
749.58954,8
751.89087,7
754.19159,8
756.49182,9
758.79266,7
761.09186,5
763.39166,8
765.6897,10
767.98846,7
770.28668,6
772.58435,8
774.88141,11
777.17804,9
779.47528,8
781.77081,7
784.06573,9
786.36139,11
788.65533,11
790.94989,11
793.2439,14
795.53735,10
797.83038,14
800.1228,20
802.41467,21
804.70599,22
806.99689,26
809.28833,32
811.57813,43
813.86853,50
816.15845,62
818.44653,72
820.73535,92
823.02368,104
825.3114,124
827.59863,135
829.88647,139
832.17261,142
834.45825,139
836.74451,132
839.02905,125
841.31427,119
843.59894,113
845.88312,107
848.16675,111
850.44983,116
852.7323,126
855.01434,128
857.29584,140
859.578,142
861.8584,150
864.13947,164
866.41888,179
868.69885,194
870.97839,214
873.25732,217
875.53577,230
877.81366,237
880.091,239
882.36902,235
884.64532,226
886.92108,212
889.19751,195
891.47339,163
893.74762,142
896.02246,114
898.29675,89
900.57056,72
902.84381,66
905.11658,54
907.38989,52
909.66162,51
911.9339,52
914.20453,46
916.47583,42
918.74652,40
921.01556,38
923.28528,33
925.55444,33
927.82306,38
930.09235,48
932.35992,55
934.62695,56
936.89471,66
939.16071,68
941.42737,65
943.69348,62
945.95789,60
948.22296,58
950.48749,48
952.75153,40
955.01617,32
957.27911,24
959.54156,18
961.80347,17
964.06604,15
966.32813,15
968.5896,15
970.85059,9
973.11108,8
975.37103,11
977.63043,10
979.88928,9
982.14764,10
984.40558,9
986.6629,9
988.922,10
991.17828,8
993.43402,7
995.69159,6
997.94635,6
1000.2029,6
1002.4565,8
1004.712,4
1006.9646,6
1009.219,4
1011.473,10
1013.7241,4
1015.9769,5
1018.2292,6
1020.481,5
1022.7324,6
1024.9832,4
1027.2334,6
1029.4832,7
1031.7324,5
1033.9811,3
1036.2316,6
1038.4791,7
1040.7263,4
1042.973,3
1045.2214,5
1047.4669,8
1049.7144,4
1051.9589,5
1054.2052,5
1056.4487,7
1058.6941,4
1060.9388,3
1063.1831,5
1065.4244,6
1067.6677,5
1069.9104,4
1072.1526,8
1074.3943,5
1076.6355,5
1078.8761,4
1081.1162,7
1083.3558,9
1085.5972,5
1087.8358,4
1090.0739,7
1092.3113,4
1094.5507,6
1096.7871,5
1099.0254,5
1101.2609,6
1103.4982,3
1105.7325,6
1107.9689,5
1110.2045,6
1112.4397,4
1114.6721,5
1116.9063,4
1119.1399,7
1121.373,4
1123.6056,6
1125.8378,3
1128.0692,4
1130.3004,6
1132.5309,5
1134.761,5
1136.9928,7
1139.2218,4
1141.4503,5
1143.6805,6
1145.9081,5
1148.1372,3
1150.3638,5
1152.5919,6
1154.8174,5
1157.0446,1
1159.2712,2
1161.4951,3
1163.7208,6
1165.9459,3
1168.1705,3
1170.3947,3
1172.6183,3
1174.8413,7
1177.064,7
1179.286,6
1181.5076,2
1183.7286,3
1185.9492,3
1188.1714,4
1190.391,4
1192.61,4
1194.8307,0
1197.0487,1
1199.2684,3
1201.4854,5
1203.7041,0
1205.92,3
1208.1378,5
1210.355,6
1212.5717,2
1214.7856,7
1217.0012,5
1219.2164,4
1221.431,0
1223.6451,5
1225.8589,3
1228.0719,2
1230.2845,1
1232.4989,5
1234.7104,5
1236.9216,6
1239.1322,2
1241.3445,5
1243.5541,4
1245.7654,3
1247.974,5
1250.1843,5
1252.3917,5
1254.6011,2
1256.8099,3
1259.0159,5
1261.2236,2
1263.4309,3
1265.6377,4
1267.8439,4
1270.0497,4
1272.2526,4
1274.4596,4
1276.6638,4
1278.8676,3
1281.0708,6
1283.2736,4
1285.4757,4
1287.6796,6
1289.8809,4
1292.0815,5
1294.2839,4
1296.4836,7
1298.6851,5
1300.8838,4
1303.0841,5
1305.2841,6
1307.4812,3
1309.6802,5
1311.8785,3
1314.0764,3
1316.2738,6
1318.4707,5
1320.667,3
1322.8629,6
1325.0583,4
1327.2532,4
1329.4476,4
1331.6414,3
1333.8348,3
1336.0299,4
1338.2223,3
1340.4142,8
1342.6077,4
1344.7986,3
1346.9912,6
1349.181,8
1351.3727,2
1353.5637,3
1355.7521,7
1357.9421,7
1360.1317,3
1362.3208,3
1364.5094,5
1366.6975,4
1368.8851,3
1371.0721,3
1373.2587,4
1375.4448,7
1377.6304,2
1379.8154,3
1382.0001,5
1384.1864,5
1386.37,4
1388.5531,4
1390.7379,4
1392.9199,4
1395.1038,3
1397.2848,2
1399.4677,6
1401.6499,5
1403.8296,4
1406.0109,2
1408.1917,3
1410.3719,4
1412.5496,5
1414.729,4
1416.9078,7
1419.0861,5
1421.2639,4
1423.4435,5
1425.6204,5
1427.7966,5
1429.9725,3
1432.1478,4
1434.325,8
1436.4993,7
1438.6732,2
1440.8488,0
1443.0216,5
1445.1962,4
1447.3702,3
1449.5416,7
1451.7147,5
1453.8873,4
1456.0573,3
1458.2289,3
1460.3999,3
1462.5706,8
1464.7407,5
1466.9103,6
1469.0795,4
1471.248,6
1473.4163,2
1475.584,3
1477.7533,4
1479.9199,3
1482.0861,4
1484.254,4
1486.4192,4
1488.5839,4
1490.7502,6
1492.9139,2
1495.0793,5
1497.2443,1
1499.4065,4
1501.5704,2
1503.7339,4
1505.8969,5
1508.057,5
1510.219,3
1512.3805,6
1514.5415,6
1516.702,4
1518.8619,3
1521.0237,2
1523.1826,5
1525.3412,2
1527.4993,3
1529.6567,6
1531.8159,5
1533.9725,3
1536.1309,4
1538.2864,5
1540.4436,6
1542.5983,4
1544.7545,6
1546.9104,6
1549.0635,6
1551.2183,5
1553.3726,5
1555.5265,6
1557.6798,7
1559.8326,5
1561.9828,4
1564.1368,6
1566.2883,3
1568.4392,7
1570.5896,3
1572.7396,7
1574.889,5
1577.0402,3
1579.1886,3
1581.3365,3
1583.4862,5
1585.6332,6
1587.782,3
1589.928,2
1592.0757,7
1594.2228,3
1596.3674,3
1598.5137,5
1600.6594,5
1602.8048,2
1604.9495,2
1607.0938,4
1609.2355,6
1611.381,2
1613.5238,4
1615.6661,4
1617.808,7
1619.9493,5
1622.0903,5
1624.2329,7
1626.3729,4
1628.5123,6
1630.6533,4
1632.7919,5
1634.932,6
1637.0696,6
1639.2087,2
1641.3452,6
1643.4835,3
1645.6212,2
1647.7585,4
1649.8953,3
1652.0293,6
1654.1652,2
1656.3004,3
1658.4353,3
1660.5696,5
1662.7035,5
1664.839,2
1666.9719,6
1669.1042,5
1671.2362,2
1673.3698,4
1675.5007,6
1677.6312,4
1679.7633,5
1681.8929,2
1684.024,5
1686.1548,5
1688.2828,2
1690.4126,1
1692.5419,7
1694.6685,6
1696.7968,4
1698.9246,3
1701.0519,8
1703.1787,6
1705.3051,4
1707.431,3
1709.5564,3
1711.6813,6
1713.8058,5
1715.9319,1
1718.0554,5
1720.1783,4
1722.303,6
1724.425,2
1726.5466,5
1728.6699,8
1730.7904,3
1732.9127,4
1735.0344,6
1737.1537,5
1739.2745,5
1741.3949,0
1743.5148,4
1745.634,5
1747.7509,7
1749.8694,4
1751.9873,7
1754.1047,5
1756.2217,7
1758.3405,5
1760.4564,6
1762.572,4
1764.6871,4
1766.8038,5
1768.918,8
1771.0316,6
1773.147,4
1775.2596,4
1777.374,4
1779.4857,5
1781.5991,6
1783.712,2
1785.8224,6
1787.9343,5
1790.0458,7
1792.1569,4
1794.2675,8
1796.3774,6
1798.4871,7
1800.5962,3
1802.7048,8
1804.813,6
1806.9207,5
1809.028,4
1811.1346,6
1813.243,5
1815.3488,5
1817.4541,3
1819.561,6
1821.6654,4
1823.7715,4
1825.8749,7
1827.9799,4
1830.0845,5
1832.1865,3
1834.2902,3
1836.3933,6
1838.496,3
1840.5981,5
1842.7,5
1844.8013,5
1846.9021,8
1849.0024,5
1851.1022,5
1853.2015,6
1855.3005,7
1857.3989,5
1859.499,4
1861.5966,7
1863.6935,7
1865.7921,6
1867.8883,6
1869.986,5
1872.0812,9
1874.1779,7
1876.2742,3
1878.3678,6
1880.4634,7
1882.5581,7
1884.6526,7
1886.7465,3
1888.8398,6
1890.9309,4
1893.0233,3
1895.1176,9
1897.2091,4
1899.3003,6
1901.3909,4
1903.4812,4
1905.5729,8
1907.6622,7
1909.7509,3
1911.8414,7
1913.9291,6
1916.0184,6
1918.1055,2
1920.1938,6
1922.2799,6
1924.3674,5
1926.4547,5
1928.5413,5
1930.6254,5
1932.7111,2
1934.7964,3
1936.881,6
1938.9655,7
1941.0492,4
1943.1327,5
1945.2155,6
1947.3,7
1949.382,7
1951.4635,4
1953.5444,4
1955.6272,5
1957.7072,5
1959.7891,6
1961.868,4
1963.949,8
1966.0273,6
1968.1071,5
1970.1865,5
1972.2632,7
1974.3418,6
1976.4197,4
1978.4973,6
1980.5742,8
1982.6509,4
1984.7269,4
1986.8027,8
1988.8779,4
1990.9526,6
1993.027,6
1995.1006,6
1997.1761,6
1999.2489,6
2001.3214,5
2003.3953,4
2005.4669,4
2007.54,2
2009.6105,3
2011.6827,6
2013.7522,9
2015.8236,7
2017.8942,4
2019.9625,5
2022.0325,6
2024.1017,5
2026.1708,7
2028.239,5
2030.3071,7
2032.3748,2
2034.4417,3
2036.5084,7
2038.5743,7
2040.6422,5
2042.7075,5
2044.7721,9
2046.8365,7
2048.9023,5
2050.9658,3
2053.0308,5
2055.093,5
2057.1572,4
2059.2185,2
2061.2817,4
2063.3445,7
2065.4067,6
2067.4663,3
2069.5278,7
2071.5884,8
2073.6489,5
2075.709,6
2077.7683,5
2079.8271,7
2081.8857,5
2083.9438,8
2086.0034,6
2088.0605,7
2090.1172,9
2092.1736,5
2094.2312,5
2096.2866,7
2098.3435,4
2100.3979,4
2102.4539,5
